Rating,Review Title
9,"Funny, gross, sexy"
7,"Season quality degrades, but season 1 is definitely worth watching."
4,the season 2 script?
N/A,Pretty great series
10,"Super heroes if this was real life, really good TV series"
9,What a Show!!!!!
10,2nd Season cant come soon enough!
8,What a blast!
9,Entertained
10,Unique and Thrilling
7,First Season was Awsome... second was meh...
4,Wasted Potential
10,"creative, funny, bold, unexpected"
10,Wow
10,BEST SHOW ON TV
10,Bravo
10,Loved it
10,Best show in 2020
10,Anti-hero series we all need
10,The most realistic superhero show we will ever receive.
3,Why the depravity?
9,So much fun... ridiculous fun
10,For anyone sick of Marvel this show is for you.
10,Its great
10,Brilliant on every level
8,Good storyline with much to build off of - but one problem for me
9,This show is the perfect satire for all the superhero madness from the last 10 years
7,Would be amazing if the writers weren't so bigoted
2,I don't get it
9,Dark and funny
10,Don't trust a single negative review. They're all politically motivated
10,Just brilliant
10,Must Watch
7,PC heroes are here to help!!!
10,Prime's GOT
9,It gets as Bonkers as it Gets Deep in Social Commentary
9,The Boys-A treat to Watch
8,"What an entertaining gem. Well written, well cast, well made."
10,Unlike anything else
8,"Just amazing, dark quality entertainment"
10,SUPER AMAZING!
10,"A polarizing, proportionately offensive 10/10"
6,Lost interest early season 2
10,The best series ever
9,Definitely worth watching !!!!
10,ONE BILLION OUT OF 10
10,You need to watch this show
10,Not for the faint of heart
9,"Diabolical , Funny , Intriguing"
10,Great Superhero TV Show
10,Superb
7,A mix of Hancock staring Will Smith and an unanimated version of The Incredibles
1,Quality Decline
10,Wow just wow
10,Breath of Fresh Air
10,Dark and Well Written Show
10,awesome
9,Knocks it outta the park
9,Nice engaging supervillain drama
10,Insane and amazing
9,"It's still one of TV's greats, and rivals Marvel and DC's recent shows too."
7,Pitch Perfect
10,I love this show!!!!
10,Unpredictable
10,best show on just now
10,Just when you think the show couldn't get any crazier
10,"Gore, Nude and Superheroes"
10,This how Dark Comedy exactly should be
9,So well done but there's a catch
6,Please remake season two
1,Nothing new in season 4
8,A culturely relevant fresh take on supes that loses the plot a bit in the last season.
10,Wow!
10,THAT WAS DIABOLICAL!
10,"Perfect, exactly what we needed!"
9,Thin line between superheroes and supervillain
9,The Boys Hit A Homerun
10,love this show!
8,"Great premise, disappointing execution"
7,Perfect homelander vs one of the worst acting by MM & lamest super hero starlight
1,Where did the story go?
N/A,"When this show is so great, why got ""Powers"" cancelled ?"
10,"What Shrek was to Disney, The Boys is to Marvel"
9,The Reality of Superheroes
8,A corporate user manual - The boys
10,"Oi,Cuunnntttt"
10,"Its like a death note, but for superheroes"
10,wow wow wow
9,Great show
9,Very Unique
3,Once An Excellent Show - Now Just Propaganda
8,Not so supe!!
9,Gritty
9,One of the best
10,Great superhero show
9,Finally! Not MCU or DC schlock!
10,The best superhero story around.
10,I got a Prime subscription specifically to watch this
7,The most original thing related to superheroes since Watchmen and Nolan's Dark Knight trilogy
4,"An overrated, edgy mess with no real substance"
10,Incredible Story. go for it
10,Eye Opener of the society
10,I've never given a 10
10,"Unique, Hilarious, Intense and an absolutely welcomed change."
9,Amazon On their Prime.
10,WOW!! A different Kind of Superhero Series and its Great!
10,Wow!
4,Great series but...
10,Incredible
10,Finished whole seasons in one sit
10,First time I actually just had to write a review!
10,Unrealistically realistic!
10,Need 8 more episodes!
9,Sick of Predictable Hollywood Superhero Movies?
10,Amazing show
7,Must watch
5,"Good concept, love the brutal R-rated style, actors look the part, production is high quality...."
10,This is how to write a superhero series
9,Bravely
10,Clever and Brilliant!
10,So creative
8,Despite of some bad characters its very good series
9,Great
10,Addictive! 10/10
7,"Exiting series, but too much political topics. 7/10, could have been 9/10."
3,Glorious start crumbles steadily into disaster ...
10,Absolutely awesome series
10,It follows what Deadpool started
10,best show ever
10,Best show in a long time
9,Diabolicaly good
10,This s#it is gold
10,Is it the best?
6,Pure brilliance
1,Deteriorated
10,Amazing
8,A Well Done Series (Spoiler Free)
10,Excellent
10,So cool!
10,Binge watch this show!!!
10,WOW!!!!!!!!!!
10,Brilliant
10,SUPER-B
8,Surprisingly good
10,Dark comedy with a super hero twist
10,i love this series
9,...but... Hulu Prime
10,Worthy of a binge watch! You'll remember how good it was long after.
10,Astounding
7,Good but..
1,went downhill after season 2
10,It's a fu**ing best show
10,Most entertaining show of the year!
10,Wildly Entertaining! Completely out of left field.
10,CANT WAIT TO KNOW THE ENDING
8,Homelander Steals The Show
9,That show is a winner
7,Season 2 disappointing
2,An endless display of violence
10,MUST WATCH!
10,Sensational!
10,Best TV Action/Drama Since Breaking Bad
10,It's engrossing with all the fantasy vision with real anecdotes
10,Obviously inspired by My Hero Academia
10,Marvel and DC
10,as amazon first big scale original
7,Good entertainment
10,Phenomenal
8,Breath of fresh air
10,WOW WOW WOW
10,Superb
10,Hiii!
10,One of the best tv shows ever made
7,Give it a try!
1,Season 3 sucks
10,Super heroes
10,Best superhero series by FAR !
N/A,loved this series!
10,The antihero we never knew we needed
10,Minus 5 star for last 2 minutes of show
9,Marvel if it had a backbone!
10,Dark and funny
10,Must watch
9,Cool premise. Awful execution. Wasted talent.
7,Kids Show for Adults or Another Walking Dead
4,Second season getting boring
9,Inspired by Batman v/s Superman but way better than that.
9,Definitely a Must Watch Show!
8,Oh dear
9,Better than I hoped for. Almost perfect.
10,Kripke Has Done it Again!
10,Even Superheroes can be Slimballs!
10,"Dystopic, unique, exciting"
7,"From a great and creative S1, to an ordinary predictable S2"
1,Season 3 downhill spiral.
N/A,Weekly release for season 2?
9,Season 1 Refreshing approach to the super hero genre. - Season 2 just as strong
10,All hail Billy Butcher...
10,Wow
9,Watch 2nd time
9,Brilliant
8,WOKE poison
9,Faith... Restored
10,It's brilliant commentary
7,Nice but do not exaggerate with rating
N/A,Worst casting ever
10,Awesome show!!
10,Not many shows can distract me during a Star Trek: TNG rewatch...
10,Outstanding
9,"The Boys, is one of those shows that is absolutely worth your watch."
10,A must watch!
9,it was good
10,Goodbye Marvel and DC
7,Interesting subject
1,utterly unnecessary
10,Amazing
10,A once in a decade masterpiece
10,Just incredible!
9,Better than justice league
10,Best ones
10,A brilliant adaptation from Amazon
9,An absolute dazzler
4,The Lazys
10,Immensely violent and hilarious
10,Arabs are not terrorists
9,But bad English accent
10,Best current show
9,Nothing like this
9,Excellent stuff!
9,Something Unique
10,Best show ive watched in a while
10,A Gritty and Unapologetic Take on Superheroes
8,Spot on!
10,Amazingly good show. 10/10
10,I was done with Superhero stuff
8,Just what you need
10,The best show ever made!
10,Brilliant
6,Hot trash
2,Gees a bit long in the tooth
10,making television history
8,Call that a cockney?
8,Compelling though often very disturbing
10,Not for the kiddies
10,Hands down best show around
10,Awesome!
8,Sex and drugs and rock and roll
7,"It has its moments, but drags"
1,It goes downhill FAST
10,Just superb
9,An amazing show!
10,Must watch
10,Out of expectation
10,Most underrated TV show in the world...
10,An incredible watch
10,Please More!!!
6,All the Ackles Press & That's It?
2,If liberals puked up their ideology and it turned into a series this would be it.
N/A,Kripke continues to push the envelope
10,Best show out there
10,One of the best superhero series out there!
10,A super-abled show in the middle of superhero fatigue
10,A solid 10
10,Best acting ever
10,Loving the kiwi talent
10,Amazing show
6,2 very different halves
10,Finally Something Original
8,Really good
10,Amazing!!!!!!!!!!!!!!!!!!
9,"witty, cynical, original, gruesome, awesome"
10,"Surprisingly addictive, breakthrough TV"
10,Excellent!!!!!
7,A drama with barely some action and a great villain
1,Gross
8,A corageous writing these days
10,Awesome show!
9,Turns Everything Upside Down. Gleefully.
10,Worth watching
9,"V. Good show, it exceed the hype."
9,I've been waiting for so long... and you delivered!
10,Bingetastic
10,One of the best.
7,nice series
2,Better when binged than in weekly release
10,Jeeeeeeeesuzzzzzzzz....
10,Blew me away
10,Awesome
10,Very unique in depiction of untold facts of today's world
8,Accents
10,On the first episode and wow
10,My Second Favorite Comic Book TV Show
9,A fresh and brilliant take on the ageing superhero genre.
6,"Best ""superhero"" cinema since Dark Knight and best modern satire of corporatism"
4,Political propaganda B.S.
10,Amazing
10,"Genius story, impeccable execution"
9,Hilarious and profound in equal measure
9,Complex and interesting characters
9,Awsome
10,A new perspective shown for superhero's
10,Excellent
10,Exceptional
6,Probably 8 if it wasn't for the very graphic bloody sceenes.
1,Every sup can self heal now. Season 4 blows
9,Bold and Vicious
10,Diabolical
9,A little bit of everything
10,Woah!!!!!!
10,Masterpiece
8,What a show
8,I'm exhausted
9,Real life super humans....
6,Very good refreshing show
2,Went from great to mediocre to bad
9,A relief
10,So different than Marvel or DC
10,Daddy's Back
10,Brilliant!
9,Makes Prime worth it
8,Unexpected Political Commentary!
10,10/10 !
10,How the superhero genre should be!
6,People love what I've to say - they believe in it. They just don't like the word 'Nazi'.
1,Second Season Sucks
10,Beats MARVEL in all ways
10,Incredible Masterpiece
10,Fantastic show
10,I would give it 20 stars
10,"FOR ONCE, THE REVIEWS AREN'T LYING! THIS SHOW IS A 10"
10,One heck of a show !!!
10,Amazing Series
7,Great stuff
1,Season 2 is BORING
10,An actual realistic portrayal if superheroes existed
9,Not exactly following Garth Ennis's TPB work but still great
10,Great show
10,No words wow
10,AbsoF'INGlutey Excellent!!!
9,completely messed up amazing show
10,Better than DC!
7,Boucher is really annoying 😒
10,This is the real JLA Dark Side
9,Realistic
10,Sidnei de souza coimbra .
8,Something New ... Starts slow ... finishes strong
9,Karl Urban - what is that accent?
8,out of nowhere super fun
8,Great show
10,Amazing series.. supes going down
2,A Trip Through The Sewer
9,Great series
10,The Best!!
9,Better than i thought
9,Refreshing Take on Hero Worship
10,Super!
10,Awesome and somehow refreshing.
9,This the gritty face of fantasy as reality
6,So Close Yet So Far
4,Season three disappointing
10,Season 1 - Fresh and Original
9,A hilariously refreshing change from the superhero genre
10,Amazing
9,Different and AMAZING
8,"Not your typical superhero movie, wow!"
9,The pinnacle of dark humor
10,Anti hero classic
9,Masterpiece (apart from Karl Urban's British accent)
10,This show will make you uncomfortable In a good way
10,Best Superhero Web Series Watched Till Now
9,So Not What You Expect
9,An unexpected delight
9,cant wait for season 2
7,"Interesting take on the superhero phenomenon, if not making the most of itself"
1,Why do people enjoy this
10,A Welcome relief from the normal superhero cheese.
9,Dick van Dyke's off the hook
10,Binged it in a single night..Now I want more
9,Highly Recommended
10,Show filled with every genre
9,Great show... Except for the ending
8,Over the Top Entertainment
7,It was something
2,Desperate housewives in costume
9,Diabolically good
9,So Fresh and Different
10,Restored my faith in steaming tv shoes..
10,Awesome and realistic
10,Watch You Wont Be Disappointed!
9,Unprepared for this one.
10,MY HERO ACADEMY in the FLESH
3,What a screw up
9,What happened to this series
10,That. Was. Outstanding.
8,Great
9,Could be the show off the year.
10,Great
8,"Different, Original , Dark, Intriguing, Anti-Superhero - One of the Best in recent times"
10,Damn it all
9,The best Anti-Super Hero Show
6,"Good show, but they got the politics backwards"
2,We could have stopped after season 1
10,My favourite comic series has been done justice
10,Flat out just GREAT
10,The Best Superhero Content Out Right Now
10,Phenomenal!!!
8,Unusual but in a good way
8,"Great characters. S1 strong, S2 weaker but still good"
10,Great characters
10,"Refreshing, unique, 100% binge-worthy."
6,Good
9,"Superb season 1, ok season 2"
9,Great music
9,Well done!
9,"Great show, low scores are from Right Wingers"
10,You need to watch this!
10,Marvellous
10,Debes ver esto si tienes ojos
10,What we deserved.
6,"Aspects are great, others not so. Watchmen is it not but fun"
10,The best TV series on the market right now.
8,Masterpiece
10,Most epic TV show I've ever watched
10,Good
9,Refreshing
9,Original and entertaining
10,"What a surprise, the good kind that is!"
6,Missed opportunity
10,Extraordinary Superheroes Show..
10,How do I even put this show into words.....today....it's literally today.
10,A truly amazing show
10,"I'm addicted, this show has it all!"
10,Best show out of Amazon yet!
9,Blew my mind...
10,One of the best
6,More edgy group of people with capes
5,A Story About A Soulless Corporation Pretending to be Woke...Created By A Soulless Corporation For The Express Purpose of Pretending To Be Woke
9,Capitalism would do its thing
9,The best you can get
10,A refreshingly dark look look at the super hero genre
10,Destroys every superhero TV show
9,Surprisingly Great
10,10/10
8,How come noone has mentioned what this is really about? The Lesser treatment of women
6,Don't think about the story too much because nothing makes sense.
1,Offensively bad
N/A,Very clever.
10,Pure Brilliance
10,Saudi Arabia
10,I love this show
9,"Is Homelander ""Trump""?"
10,A great show that is unfortunately getting review bombed by haters
10,Nothing compares
10,This is one of my favourite shows
7,Stop season 2
1,Violence and blood! Is this all you need?
10,BRING ON SEASON 3!!!
10,Amazing!
9,One of the era-defining satires of our generation!
10,Freaking phenomenal
10,Truly the best take on a superhero story
10,A singularly fantastic ride of a show!
10,"Season 2, man...just watch it"
7,"Is it just me, or is Karl Urban the worst thing in it?"
1,Boring compared to season 1
9,I have NEVER watched a show like this
10,Realistic Superheroes with some real personalities having to deal with real issues.
10,Great show!
10,Probably best superhero show right now
8,"SEASON 3, 5 episodes in. It's a blast !"
9,"If super powers were real, this would be the world we'd live in."
10,Awesome.
10,Joining the protectors of season 4
7,It's ok not amazing but ok
1,Ugly show.
8,what actually makes people superheroes?
10,a perfect series
10,Just excellent!!
9,Fantastic Allegory
9,Gotta love the Boys.
10,10/10 must watch
10,Great way of counteracting clean superheroes
6,Started great but quickly faded
1,What happened?
10,And once again
10,The Gift that keeps on giving
10,What the superhero genre should be.
10,Doesn't follow the comics but who cares.
10,A masterpiece
9,"A refreshing, novel approach to superpowers"
8,The other face of the superhero
6,Waste of good plagiarism
4,Amazing first season! 2nd season is only great for social justice mob
10,I loved it!
10,Love it
9,Goated show
8,"Impressive, entertaining turnaround of superhero cliches"
9,Nothing quite like it
9,Just binged seasons 1 & 2 in one night
3,Read the comic series
10,Best series ever
10,Best show of all time
10,Absolutely Superb
9,What a show
8,"[8.3] Very nice, but needs more depth and tangible pace"
10,Incredible
10,Awesome!
7,Ignore All 10/10 and 1/10 Reviews
9,Loved the first.
9,Does it right! Shamelessly for grownups.
10,Wonderful.
10,Just watch it.
10,One of the most r rated series
10,When super heroes go bad
10,Incredible
9,For those who are tired with modern superhero content
7,Outstandingly horrible
3,"Good hook, but no more."
10,Still have more to go
9,2019 super heroes
10,Never boring
8,Super cool
9,Brutally Gory!
10,Outstanding
10,Among the best series
6,Extremely good show!
10,An Honest Review
N/A,Fun but with so many flaws
9,Great Graphic Political Satire!
10,Best show ever!!!
10,"Avengers, only in the real world"
9,So much hype for something so poor
10,The superheroes that i like
8,Love it
10,One of just a few 10/10 ratings I've ever given. The Boys is awesome!
7,Perhaps slightly overrated
5,Season 3 Jumped the Shark
10,11/10 STARS For this bay BOY
10,Just perfect.
10,Worst last 2 minutes
10,Amazing series
9,the best show on Prime
9,Karl Urban's accent is all over the place.
6,"First 2 seasons great, 3rd, not great"
1,Weak and Boring
10,"This is seriously very good, jokes aside, its phenomenal"
10,"Funny, entertaining, bold"
9,A bandage over the wound by Marvel
10,BUTCHER is love!!!
10,Wow
10,A banger
10,Finally .......
7,Meh. Same as all these series online
3,Poor attempt at comedy
10,The masterpiece web series
10,Genius
10,The masterpiece from Amazon!
10,This shows not for everyone
10,Not a usual dull sermon
10,All hail the Homelander
9,Unique concept tbh
7,A decent superhero story. Lots of stupid people. Yep. Amazon made this.
4,not your super heroe show its real
10,Awesome show!!!!
8,very violent but entertaining
9,Perfection is Back!
10,The boys what a series..
9,Please write Frenchie's lines...in French
10,Peak
9,An absolute must watch!
7,Overrated
2,Too Much Shock and Awe
10,BEST SHOW EVER
10,"Season 4 of ""The Boys"""
9,Superheroes that aren't super!
10,Antidote to cookie-cutter marvel and co. movies.
10,It will be hard to best this one....
9,What if Superman was a d**k?
10,"Super Concept, Super Execution"
7,A good watch but NOT perfect
4,I just got angry watching season 2
10,It's about &$@! time for a super hero reality check
9,Absolutely brilliant
10,Excellent viewing
10,It's great
10,Amazing Show!
8,There are no Heroes
10,The Best Superhero TV Show
10,Season 1 and 2 review
3,Some will like this
8,Angsty Superhero Drama
8,Definitely out of the box thinking
10,Amazing!!! Best out thr on Amazon prime!!
9,This is not a superhero show
9,Absolutely awesome.
10,Best show I've seen in long time
6,"Good Acting, Poor Writing"
1,Same thing over and over
9,Great show but Billy Butchers accent is terrible
9,Awesome
9,It was just 1 star off
8,"The plot has many flaws, I hope they fix them"
10,Give it a chance...
10,Great balance
10,Original
9,My My My!
6,Need more action than politics.
1,Not worth watching season 2
10,The Best Show on Prime Video
10,Amazon Nailed It
8,Subversive and exciting
8,9/10
10,Watched before Watchmen
10,Best show this year
10,Thank you amazon. Great show watch it.
10,"Fatigue from Disney? Yes. This? Oh, boy."
3,Uh seriously a 9 rating? It's mediocre at best
9,Beats Jupiter's legacy.
10,Absolutely brings you in....
10,WOW!!!!
9,A Hilarious and Refreshing Take on the Superhero Genre
10,Wow!!!
10,Marvel meets steroids
8,Whats Hughi doing there!
7,Started Out Great But Then Fell Apart
1,Am I missing something here?
10,By far the BEST take and most instantly addictive and phenomenal series I've seen in years relating to anything superhero wise and the way it is written and the bank
10,Simply Perfect
8,This show is so good
10,The best
10,Must see
10,Ummmm yeah
9,Tour de force
8,Great Except When it Was Frustrating
7,Swearing doesnt make it for adults
10,Sooo good and necessary
10,Binge worthy
10,The show you need
9,Cool
9,Exhilarating superhero series
10,Best TV Show this year and the best Show Prime has ever done
10,Diabolical Superhero Satire and Political Drama Action Comedy Mystery Thriller
6,"Interesting idea, mediocre execution"
3,A Dangerous Trend
8,Best Second superheros show
10,Alternate Universe
10,Best tv show other than G.O.T.
10,It's great
9,"Sick, in a good way"
10,Definition of binge watching
10,Fantastic Series
10,Just wow!!!
6,Almost Perfect
1,Unfortunate fumble
10,It ain't Bridgerton
10,I've seen this all before
10,Awesome
10,Best series ever!!!!
10,Can't wait until the next season!
10,Fantastic Plot and Script
10,The boys
7,Kind of like sweet and sour chicken
2,Lousy and self righteous
10,Wonderful
10,The best super-hero show ever made
10,Best Series of this Decade
10,Brilliant story line
10,Great tv show
8,"OI, C*NT!"
9,One of the best!
7,"Confusing, but Charming and Intriguing"
1,Going down hill
8,I was hooked but now I'm skeptical
9,I didn't know I needed this!
10,Hooked...
10,Top TV
10,The boys are naughty!!!
10,Great so far
9,"Dirty, revolting, brilliant."
10,To those that think it's a bad show.
6,Anti-hero show about how not to be a hero
1,I am rooting for the villains now
8,What a rodeo of emotions and gore.
N/A,Season 2 is a shipwreck
10,TheBoys(Maximus Rating)
10,the best series of the last 10 years scenario which changes from all the superhero series
10,Season 4
8,Fantastic show
5,Why did they have to ruin a good thing
10,Religious zealots beware
9,Being different and staying different
10,A Spectacular Rollercoaster Ride of Superhero Subversion
10,Anti heroes Bible
8,8/10 for the politics-
10,This is one of the best shows I've seen
7,"Season 1 is excellent, Season 2 is meh"
2,From a 9/10 to a 2nd season 4/10 to a 3rd season 2/10
10,Everything
10,It's awesome!!!
9,Accents
10,I saw the the entire season
10,DADDY's HOME......................
10,BEST SHOW EVER
10,Different + Pure entertainment
10,"Something so different, brilliant, dark and funny."
7,A great show for anyone but children
2,Contrived Plot Line Followed by Unexceptional Acting
10,Must watch
10,Karl Urban - awful accent!
10,Always funny and entertaining
10,Season 2 Is Amazing
9,Supreme superhero content
10,An Excellent TV SERIES ever
7,First season is captivating and a refreshing to watch
1,Every season worse than the last
10,Awesome
8,there is something missed
8,Best idea for a TV show ever
10,People....beyond crazy...not your typical series
8,"Slightly bawdy, irreverent allegory for the Trump era"
9,Absolutely loving it.
10,A new thing.
9,Very good program
6,Seth Rogan ruins the next Garth Ennis Masterpiece
1,crap
8,Marvel and DC step aside
10,I been needing something new and this show gave it to me
10,Hidden Gem
10,What a series...
10,I didn't thought much at first
10,Disappointed to wait for season 2
10,woow
7,Very good show
10,It's like a continuous mainstream film
10,Very good show
10,Riveting; hungering for more!
10,Crazy
10,Wow
8,Supe! Super!! SuperHeroes!!!
8,"Really good, but a few holes and not quite as good as S1"
1,Second season is garbage
10,Just Great
10,Awesome!
10,Amazing Show
10,One of the best
9,VISERALLY COOL
10,Anti-hero series
10,Cool boys VS hypocritical superheroes
4,Meh
8,Season 1 is enough
10,Brilliant!
10,Just go for it.. Killer series
10,Better deconstruction of a superhero universe than Watchmen
10,Superb !!
10,Surprisingly Awesome opossum
9,The Anti-Superhero Superhero Show
7,Ill fitting actors
2,Below average. I don't see what people see
10,This is how Tv should be.
10,Loved it
9,The more you watch the better it gets
10,A true masterpiece !
10,Give it go
9,An Engaging Show with its fair share of Problems!
10,Have yourself the corona meds🤣🤣🤣
8,Definitely the best superhero show out there
6,"Good start, then.."
1,Season 1 was better
10,Best. Show. Ever.
10,Best show I ever watched in my life it's a masterpiece
10,"Well, well, well, if it isn't a review."
10,One of the best miniseries i ever saw
8,Two excellent seasons and a disappointing third.
N/A,I'm disappoented
10,Words can't describe how good this show is
10,"Brother, can you spare a superhero"
10,The Boys are bad
1,The Boys of Mummer
9,So fun
8,Suffering from Second-Season-Itis
9,"Get an accent coach, Karl!"
9,What we needed
10,Great so far!
10,Just fantastic... best superhero TV series ever
8,Made my Prime subscription worth it
7,Some thoughts on the new season
1,Season 3 so far....
10,Breath of Fresh air
9,Amazing! good bye mcu!!!!!
10,With the watch
10,Review about The boys
10,"Just what I wanted in a ""Super Hero"" show."
9,Refreshing from the normal stale superhero world
9,Superhero reality check in effect. Really loved it
10,The 'FEARLESS' BOYZZZZ
7,"A well-done, subversive take on the superhero genre"
10,Really surprised this is excellent
10,One of the best shows of 2019
8,"Love the series, hate the accent"
9,Love the edginess
9,An interesting take on Super Heroes
8,Different take on so called super heroes
9,Wow!!! Very well done...
7,A lot of potential for something great
1,Mindless garbage
9,Supes are very naughty ;-)
8,Am I alone?
8,Super-Yes... Hero's?
9,Hilariously Amazing
8,Butcher's accent is just so weird
9,SUPERHEROES GONE BAD
9,Not a average Superhero show!
1,More banal idealogical propaganda
10,There are no Superheroes only Super Egos
10,Best action show I've seen since The Punisher.
10,Fantastic!
9,Brilliant writing & fantastic acting!!!
9,Pretty great show
9,"""You are dark and I kinda like it!"""
7,Decent and bing worthy but Mockney accents still do my nut
5,"Great show, but the third season went too far."
8,Superheroes are more human than ever
9,Almost perfect.
10,Engaging
9,Just do it...
9,The AntiAvengers You Didn't Know You Needed
10,FRESH
7,"Good series, but the violence is disturbing..."
3,Such a pity
8,Blew me away and I really did not expect it to.
8,Unique Soup
8,Alan Mooreish
9,Best tv show on super heroes EVER! Even after season II
9,Highly recommend!!
10,A break from all the other superhero shows
10,Gripped
7,So Messed Up
1,Season 1 is great. Season 2 is terrible so far
8,Great angle on superhero flicks
8,Superheros on steroids
8,Freaking Great. Binge-watch it now.
9,So awesome and cool.
10,"Good binge, better story than ""Powers"" or ""Heroes"" I guess."
10,Seriously awesome
10,WHAT A SUPRISE?!!!:)
10,Great
N/A,Best super hero series ever!
7,Almost perfect... But...
10,"If you are tired perfect superheroes , you must watch this !"
9,The antidote to the MCU
10,The boys are fab
9,"Forget Marvel, this is it"
9,What a great way to depict realistic fantasy.
10,Excellent
10,The corrupt corporate justice league A++++
7,Ok for a series
2,People liked you for not being Woke. S01-S02
10,"Funny, smart and entertaining"
9,The Show we needed. Away from DC\Marvel world
9,ENTERTAINING WATCH.
10,Incredible! Wonderful! A delight to watch!
10,The Boys is so damn good
9,Uneven brilliance
10,The best non Marvel and DC show online.
6,Most excellent start to a hit show
10,About season 4
10,Do yourself a favor!
9,Awesome series - awful accents
10,Season 3
10,Wow wow wow ! This show is something else
10,Fantastic
7,So Depressing
1,Ultra Violent and Intentionally Sadistic
8,Different type of superheroes
9,A breath of fresh air in the Superhero world
10,Super series
8,"Great writing for Season 4, but sooooo much blood and gore"
6,Above Average
3,Season 2 is rubbish
9,Great Show. Couldn't stop watching.
10,This is what I call a superhero entertainment!
10,"Unique. Incredible Series, the battles are amazing as well as the scenes with blood too. I've watched the three seasons in a week and other people they also have that opinion"
10,Masterful writing on developing multiple characters
9,Fantastic social commentary satire
9,Fabulous Wap Series
10,Absolutely Amazing
10,The Wire + Breaking Bad + Super Heroes = The Boys
4,Too Gross and Explicit for Me
10,Binge worthy and Highly Addictive
9,Extremely entertaining
9,"""A Dark and Electrifying Masterpiece: 'The Boys' on Amazon Prime Soars with Gripping Storytelling and Stellar Performances"""
10,Also makes me a proud NZer!
10,Never thought this one.
10,BEST SHOW EVER
10,Gripping
9,Intense anti-superhero story
6,Pretty boring actually...
1,Kill off Hughie.
10,Great everything
10,When taking risks pays off
10,By nature a superhero is good?
10,What a series
10,Must watch
10,Underrated
10,The best superhero series of all time to debate
6,Stupid but entertaining
10,This show literally blow your mind
8,"Nine seems a wee high perhaps an 8, I'm shocked this is already Trending above 9"
10,Nice
10,Season 2 absolutely nails it.
9,Pretty diabolical
10,Not your typical superhero series
10,Must watch!!!
10,A** Bomb
7,Anti Trump anti Conservative Series
10,Most unique show
9,The show for superhero and non-superhero fans.
10,Butcher character addicting!
9,Surprisingly excellent
10,Just what I want from super heroes...
10,"A new, dark, madly well done superhero story."
10,Beautifully disturbing show.
6,More formulaic than it seems.
3,"Great until episode 5, fizzles out"
10,Real World of Superheros existed
10,"Yes, yes and yes"
10,BRILLIANT !!
10,Perfect
10,Something different from the mainstream
8,it was good but i did not like actor's clothes
10,Truly an amazing series
6,overated show
1,Season 1 was alright. Season 2 so bad
8,No chemistry
10,Best web series ever
10,Best show On T.V.
10,The boys
9,"They did it again, the best ever end of season 2"
10,Hilarious
10,Mohammad Amin
10,Best comic show EVER!
6,Superhero satire
3,Season 2 drops the ball... BIG TIME
N/A,Season Two Is The Best Season Of Any Show Ever!!
10,Supe entertaining The Boys 💛
10,Brilliant and gory
8,The more you watch the more you like it
8,A fresh take on the tiresome superhero genre
10,Just Awesome!
10,Something different in Superhero World
6,Great plot meh representation
9,Beautiful
9,Excellent
9,Superheroes with a dark sense of humor
10,Realistic
8,Scientology and corporations.
10,One of the best series ever
6,Ridiculous premise
3,Season 2 disappointed me
8,Unique take on Superheroes
10,"The Boys! Brutal, bloody, and perverse, just like I love it!"
8,2 points off for the deep and lack of action
10,Just amazing
10,Fantastic
9,It Not What you think 💯
10,Revolution has begun.
9,It's a good series!
6,Some unnecessary things
8,Basically marvel for adults.
9,Anti-Superheros
9,"Hit the balls for all fans of super heroes, but in a good way."
8,Unexpected
10,Justice League and Deadpool mix up that works a treat
9,WHAT. THE. FU*K.
9,A refreshing take
10,Wow
7,Premise good; execution not as good
1,Hard to root for anyone here
10,Best super hero show out there!
10,"Great, loved it!"
9,First Season Amazing...Second Not So Much
10,Brilliant
10,Somehow better than I hoped
9,A deconstruction with entertaining narration....
10,Way better then Netflix
8,Finally something interesting about superheros
6,Great at times but that accent
2,What did they do to The Boys in season 2?
8,Superhero fun
9,One of the best among superhero movies/shows!
8,Loved It...BUT...
9,That was amazing
10,graphic but very very good
7,Good but overhyped
9,This is gold.
9,The most real life can be super series.
10,Bloody Brilliant.
10,Binge Break for BOO-YA Bravos
10,Best show in awhile
8,Amazing
9,Incredible.
8,A nice discovery
7,Most overhyped superhero show ever
5,Too many ridiculous scenes to be taken seriously
9,A Unique Take On The Superhero Genre
9,Refreshing twist
10,A Fresh New Series
9,Forget Zack Synder's dissapointing JL.
9,Good Hilarious Series
9,There's still hope!
9,Really good
7,Entertaining... But plot holes are really annoying
5,Are you a teenage edgelord?
8,Urban is a great lead in this original show
10,Unexpectedly Brilliant
10,Real Super hero drama!
8,critical
9,Superheroes gone wild.
10,A must needed change
10,I love it so much!
10,The best
7,"And this is supposed to be a series where ""nothing ever changes?"""
1,Utterly disgusting trope
9,A new angle on superheros
10,Dark comedy
9,Urban-ite!
9,LOVE IT!!
9,I HATE SUPERHERO-MOVIES/SERIES!!!
9,Anti-Super Hero Series
10,WOW!
10,Outstanding!
7,Heavy on the gore
5,"Started good, then tanked"
10,Wow truly amazing
9,Amazing story. I totally recommend the series!!!
10,My kind of fictional hero's
10,It's super cool
10,A change for a relief
10,"A gritty, realistic and interesting take on the superhero genre"
